term_localName,label_en,label_cs,label_de,label_es,label_fr,label_ko,label_nl,label_ru,label_zh-Hans,label_zh-Hant,rdfs_comment_en,rdfs_comment_cs,rdfs_comment_de,rdfs_comment_es,rdfs_comment_fr,rdfs_comment_ko,rdfs_comment_nl,rdfs_comment_ru,rdfs_comment_zh-Hans,rdfs_comment_zh-Hant,dcterms_description_en,dcterms_description_cs,dcterms_description_de,dcterms_description_es,dcterms_description_fr,dcterms_description_ko,dcterms_description_nl,dcterms_description_ru,dcterms_description_zh-Hans,dcterms_description_zh-Hant,examples_en,examples_cs,examples_de,examples_es,examples_fr,examples_ko,examples_nl,examples_ru,examples_zh-Hans,examples_zh-Hant
georeferenceSources,Georeference Sources,Zdroje georeferencí,,,Sources du géoréférencement,,,,,地理點位紀錄平台,"A list (concatenated and separated) of maps, gazetteers, or other resources used to georeference the dcterms:Location, described specifically enough to allow anyone in the future to use the same resources.","Seznam (spojený a oddělený) map, rozcestníků nebo jiných zdrojů použitých ke georeferencování dcterms:Location, popsaný dostatečně konkrétně, aby mohl kdokoli v budoucnu použít stejné zdroje.",,,"Une liste (concaténée et séparée) de cartes, d'index géographique ou d'autres ressources utilisées pour géoréférencer la dcterms:Location, décrite de manière suffisamment précise pour permettre à quiconque d'utiliser les mêmes ressources à l'avenir.",,,,,,"Recommended best practice is to separate the values in a list with space vertical bar space (` | `). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","Doporučeným postupem je oddělovat hodnoty v seznamu mezerou svislou čarou mezerou (` | `). Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu povoluje pouze IRI, zatímco tento termín povoluje jakoukoli řetězcovou literální hodnotu.",,,"La pratique optimale recommandée est de séparer les valeurs d'une liste par une barre verticale (` | `). Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères.",,,,,,,,,,,,,,,
georeferenceVerificationStatus,Georeference Verification Status,Stav ověření georeference,,,Statut de vérification du géoréférencement,,,,,,A categorical description of the extent to which the georeference has been verified to represent the best possible spatial description for the dcterms:Location of the dwc:Occurrence.,"Kategorický popis míry, do jaké byl georeferenční údaj ověřen jako nejlepší možný prostorový popis dcterms:Location of the dwc:Occurrence.",,,Une description qualitative de la mesure dans laquelle le géoréférencement est considéré comme représentant la meilleure description spatiale possible pour la dcterms:Location de la dwc:Occurrence.,,,,,,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","Doporučeným osvědčeným postupem je používat řízený slovník. Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu povoluje pouze IRI, zatímco tento termín povoluje jakoukoli řetězcovou literální hodnotu.",,,"La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé. Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères.",,,,,,,,,,,,,,,
group,Group,Skupina,,,Groupe,,,,,,The full name of the lithostratigraphic group from which the dwc:MaterialEntity was collected.,"Úplný název litostratigrafické skupiny, ze které byl dwc:MaterialEntity získán.",,,Le nom complet du groupe lithostratigraphique à partir duquel l'entité dwc:MaterialEntity a été collectée.,,,,,,,,,,,,,,,,,,,,,,,,,
habitat,Habitat,Stanoviště,,,Habitat,,,,,棲地,A category or description of the habitat in which the dwc:Event occurred.,"Kategorie nebo popis stanoviště, ve kterém k dwc:Event došlo.",,,Une catégorie ou description de l'habitat dans lequel le dwc:Event s'est produit.,,,,,,"This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu umožňuje pouze IRI, zatímco tento termín umožňuje zadat jakoukoli řetězcovou literální hodnotu.",,,"Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères.",,,,,,,,,,,,,,,
higherClassification,Higher Classification,Vyšší zařazení,,Clasificación superior,Classification supérieure,,,,,高階分類階層,A list (concatenated and separated) of taxa names terminating at the rank immediately superior to the referenced dwc:Taxon.,Seznam (spojený a oddělený) názvů taxonů končící na stupni bezprostředně vyšším než odkazovaný dwc:Taxon.,,Una lista (concatenada y separada) de los nombres de los taxones terminando en el rango inmediatamente superior al referenciado en el dwc:Taxon.,Une liste (concaténée et séparée) de noms de taxons s'arrêtant au rang immédiatement supérieur au dwc:Taxon référencé.,,,,,,"Recommended best practice is to separate the values in a list with space vertical bar space (` | `), with terms in order from the highest taxonomic rank to the lowest.","Doporučeným postupem je oddělit hodnoty v seznamu mezerou svislou čarou mezerou (` | `), přičemž termíny jsou seřazeny od nejvyššího taxonomického stupně po nejnižší.",,"La práctica recomendada es separar los valores en la lista con una barra vertical espaciadora (` | `), con los elementos en orden desde el mayor rango taxonómico hasta el menor.","La pratique optimale recommandée est de séparer les valeurs dans une liste par des barres verticales (` | `), les termes étant classés du rang taxonomique le plus inclusif au moins inclusif.",,,,,,,,,,,,,,,
higherGeography,Higher Geography,Vyšší geografie,,,Géographie supérieure,,,,,概略地理描述,A list (concatenated and separated) of geographic names less specific than the information captured in the dwc:locality term.,"Seznam (spojený a oddělený) zeměpisných názvů, které jsou méně specifické než informace obsažené v termínu dwc:locality.",,,Une liste (concaténée et séparée) de noms géographiques moins spécifiques que l'information saisie dans le terme dwc:locality.,,,,,,"Recommended best practice is to separate the values in a list with space vertical bar space (` | `), with terms in order from least specific to most specific.",Doporučeným postupem je oddělovat hodnoty v seznamu mezerou svislou čarou mezerou (` | `) a termíny řadit od nejméně specifických po nejvíce specifické.,,,"La pratique optimale recommandée est de séparer les valeurs dans une liste par des barres verticales (` | `), les termes étant classés du moins précis au plus précis.",,,,,,"`North Atlantic Ocean`; `South America | Argentina | Patagonia | Parque Nacional Nahuel Huapi | Neuquén | Los Lagos` with accompanying values `South America` (continent) `Argentina` (country), `Neuquén` (first order division), and `Los Lagos` (second order division)","`Severní Atlantik`; `Jižní Amerika | Argentina | Patagonie | Parque Nacional Nahuel Huapi | Neuquén | Los Lagos` s doprovodnými hodnotami `Jižní Amerika` (kontinent) `Argentina` (země), `Neuquén` (rozdělení prvního řádu) a `Los Lagos` (rozdělení druhého řádu)",,,"`North Atlantic Ocean`; `South America | Argentina | Patagonia | Parque Nacional Nahuel Huapi | Neuquén | Los Lagos` avec les valeurs associées `South America` (continent) `Argentina` (country), `Neuquén` (first order division), et `Los Lagos` (second order division)",,,,,
higherGeographyID,Higher Geography ID,ID vyšší geografie,,,Identifiant de la géographie supérieure,,,,,概略地理描述ID,An identifier for the geographic region within which the dcterms:Location occurred.,"Identifikátor zeměpisné oblasti, ve které se dcterms:Location vyskytl.",,,Un identifiant pour la région géographique dans laquelle la dcterms:Location se situe.,,,,,,Recommended best practice is to use a persistent identifier from a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,"Doporučeným osvědčeným postupem je použití trvalého identifikátoru z řízeného slovníku, jako je například Getty Thesaurus of Geographic Names.",,,La pratique optimale recommandée consiste à utiliser un identifiant permanent issu d'un vocabulaire contrôlé tel que le Getty Thesaurus of Geographic Names.,,,,,,"`http://vocab.getty.edu/tgn/1002002` (Antártida e Islas del Atlántico Sur, Territorio Nacional de la Tierra del Fuego, Argentina).","`http://vocab.getty.edu/tgn/1002002` (Antarktida a ostrovy v jižním Atlantiku, Národní území Ohňová země, Argentina).",,,"`http://vocab.getty.edu/tgn/1002002` (Antártida e Islas del Atlántico Sur, Territorio Nacional de la Tierra del Fuego, Argentina).",,,,,
highestBiostratigraphicZone,Highest Biostratigraphic Zone,Nejvyšší biostratigrafická zóna,,,Zone biostratigraphique supérieure,,,,,,The full name of the highest possible geological biostratigraphic zone of the stratigraphic horizon from which the dwc:MaterialEntity was collected.,"Úplný název nejvyšší možné geologické biostratigrafické zóny stratigrafického horizontu, ze kterého byl dwc:MaterialEntity odebrán.",,,Le nom complet de la zone géologique biostratigraphique la plus élevée possible de l'horizon stratigraphique à partir duquel l'entité dwc:MaterialEntity a été collectée.,,,,,,,,,,,,,,,,,,,,,,,,,
HumanObservation,Human Observation,Pozorování člověkem,,,Observation humaine,,,,,人為觀測,An output of a human observation process.,Výstup procesu lidského pozorování.,,,Le résultat du processus d'une observation humaine.,,,,,,,,,,,,,,,,,,,,,,,,,
Identification,Identification,Identifikace,,,Identification,,,,,學名鑑定資訊,"A taxonomic determination (e.g., the assignment to a dwc:Taxon).",Taxonomické určení (např. přiřazení k dwc:Taxon).,,,"Une identification taxonomique (par exemple, l'affectation à un dwc:Taxon).",,,,,,,,,,,,,,,,,,,,,,,,,
identificationID,Identification ID,ID Identifikace,,ID de la identificación,Identifiant de l'identification,,,,,學名鑑定ID,An identifier for the dwc:Identification (the body of information associated with the assignment of a scientific name). May be a global unique identifier or an identifier specific to the data set.,Identifikátor pro dwc:Identification (soubor informací spojených s přiřazením vědeckého názvu). Může to být globální jedinečný identifikátor nebo identifikátor specifický pro datovou sadu.,,Un identificador para la dwc:Identification (el cuerpo de la información asociada con la asignación de un nombre científico) del organismo. Puede ser un identificador único global o un identificador específico para el conjunto de datos.,Un identifiant pour la dwc:Identification (l'ensemble des informations associées à l'attribution d'un nom scientifique). Il peut s'agir d'un identifiant unique global (GUI) ou d'un identifiant spécifique à un jeu de données.,,,,,,,,,,,,,,,,,,,,,,,,,
identificationQualifier,Identification Qualifier,Identifikační kvalifikátor,,,Qualificatif de l'identification,,,,,學名鑑定標註,"A brief phrase or a standard term (""cf."", ""aff."") to express the determiner's doubts about the dwc:Identification.","Krátká věta nebo standardní výraz (""cf."", ""aff."") vyjadřující pochybnosti určovatele o dwc:Identification.",,,"Une phrase courte ou une abréviation standardisée (""cf."", ""aff."") pour exprimer les doutes liés à l'identification.",,,,,,"This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu umožňuje pouze IRI, zatímco tento termín umožňuje zadat jakoukoli řetězcovou literální hodnotu.",,,"Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'une IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères.",,,,,,"`aff. agrifolia var. oxyadenia` (for `Quercus aff. agrifolia var. oxyadenia` with accompanying values `Quercus` in genus, `agrifolia`  in specificEpithet, `oxyadenia`  in infraspecificEpithet, and `var.` in taxonRank); `cf. var. oxyadenia` (for `Quercus agrifolia cf. var. oxyadenia` with accompanying values `Quercus` in genus, `agrifolia` in specificEpithet, `oxyadenia` in infraspecificEpithet, and `var.` in taxonRank)","`aff. agrifolia var. oxyadenia` (pro `Quercus aff. agrifolia var. oxyadenia` s doprovodnými hodnotami `Quercus` v rodu, `agrifolia` ve specifickémEpithet, `oxyadenia` v infraspecifickémEpithet a `var. ` v taxonRank); `cf. var. oxyadenia` (pro `Quercus agrifolia cf. var. oxyadenia` s doprovodnými hodnotami `Quercus` v rodu, `agrifolia` ve specificEpithet, `oxyadenia` v infraspecificEpithet a `var.` v taxonRank)",,"`aff. agrifolia var. oxyadenia` (para `Quercus aff. agrifolia var. oxyadenia` con valores acompañantes `Quercus` en genus, `agrifolia`  en specificEpithet, `oxyadenia`  en infraspecificEpithet, y `var.` en taxonRank); `cf. var. oxyadenia` (para `Quercus agrifolia cf. var. oxyadenia` con valores acompañantes `Quercus` en genus, `agrifolia` en specificEpithet, `oxyadenia` en infraspecificEpithet, y `var.` en taxonRank)","`aff. agrifolia var. oxyadenia` (pour `Quercus aff. agrifolia var. oxyadenia` avec les valeurs associées `Quercus` dans genus, `agrifolia` dans specificEpithet, `oxyadenia` dans infraspecificEpithet, et `var. ` dans taxonRank) ; `cf. var. oxyadenia` (pour `Quercus agrifolia cf. var. oxyadenia` avec les valeurs associées `Quercus` dans le genus, `agrifolia` dans specificEpithet, `oxyadenia` dans infraspecificEpithet, et `var.` dans taxonRank)",,,,,
identificationReferences,Identification References,Odkazy na identifikaci,,Referencias de la identificación,Références associées à l'identification,,,,,,"A list (concatenated and separated) of references (publication, global unique identifier, URI) used in the dwc:Identification.","Seznam (spojený a oddělený) odkazů (publikace, globální jedinečný identifikátor, URI) použitých v dwc:Identification.",,,"Une liste (concaténée et séparée) des références (publication, identifiant unique global (GUI), URI) utilisées pour la dwc:Identification.",,,,,,"When used in the context of an Event (such as in the Humboldt Extension), the subject consists of all of the dwc:Organisms related to the Event. Recommended best practice is to separate the values in a list with space vertical bar space ( | ).",Při použití v kontextu události (například v rozšíření Humboldt) se předmět skládá ze všech organismů dwc:Organisms souvisejících s Událostí. Doporučeným postupem je oddělit hodnoty v seznamu mezerou svislou čárkou a mezerou ( | ).,,"Cuando se utiliza en el contexto de un evento (como en la Extensión Humboldt), el sujeto incluye todos los dwc:Organisms relacionados con el evento. Se recomienda separar los valores de una lista con espacio ( | ).","Lorsqu'il est utilisé dans le contexte d'un Event (comme dans l'extension Humboldt), le sujet est constitué de tous les dwc:Organisms liés à l'événement. Il est recommandé de séparer les valeurs d'une liste par une barre verticale ( | ).",,,,,,,,,,,,,,,
